Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014]
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Malaysia,MYS,8.70756989543244,19.7602544854347,16.892652866299,16.4928926082168,16.222978159135,16.5333765432922,16.2790473403621,16.3029668266207,15.726920381844,15.6939516299066,15.2633352699376,14.6091665348257
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Maldives,MDV,2.89077592317207,8.95781774184678,10.8530257816491,10.6269297449022,10.7264168388815,14.9517433876174,9.53825940061315,8.7124724434592,7.25500355460231,6.83721287547054,6.53782501456425,6.1091326954365
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Mali,MLI,0.140242433952707,0.382268950371894,0.635644921163248,0.669511976955177,0.628691909845871,0.617096627196565,0.625371700713665,0.81900700280803,0.726211485997143,0.753886001293157,0.825806367287188,0.99654197012765
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Malta,MLT,34.1728506907899,50.105145891458,48.7323597277376,50.016563286156,55.0432352379132,57.2997366895123,58.3840973154997,58.3030009087955,54.4622334387226,53.7071843352877,53.9228072465525,53.5541420819908
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Marshall Islands,MHL,1.05708245243129,7.66664749525508,..,..,..,..,..,..,..,..,..,4.47396346547411
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Mauritania,MRT,0.290490439752135,0.700455486236635,1.30317427826394,1.07699477995733,1.2092057835994,2.23068093409655,2.11781482601206,1.98292246399699,1.95243389868593,1.71408280145548,1.38803767725483,1.29081578744607
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Mauritius,MUS,5.26146808540865,23.7005154652223,29.4775848648363,29.3740002203009,29.5712374669666,29.7220060555726,30.5793497282859,31.5034465274296,30.3341943947332,28.1632873679871,29.1706143427812,29.796237604581
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Mexico,MEX,6.22059290074734,11.8718087839195,17.620971950738,17.7148453913563,17.6146700277924,17.8235883452792,16.7540903001503,16.8964717933037,16.7531781445321,17.0361852072427,17.196678207872,17.0427114582269
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,"Micronesia, Fed. Sts.",FSM,2.53397141107224,8.97980080052127,11.7224429838603,8.43725753647598,8.2752124228094,8.32551819173573,8.36675225758057,8.15777029309297,8.12190594059406,8.12418395473669,9.70265285034138,6.7611137310761
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Moldova,MDA,10.5882201977309,14.2143863045824,24.6716486018205,27.4003704978629,29.4032246031327,30.6492763666262,31.5955703511411,32.4976266602184,33.3044589108218,34.3095412819498,35.0273170138598,35.1961934257435
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Monaco,MCO,82.8860656294585,93.4166640690752,100.526502602934,99.9359888271407,99.1060463256505,98.0776775205963,118.904554717189,116.460849504682,119.414401116449,121.724899544959,123.840236842801,132.953291651342
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Mongolia,MNG,3.03810299524897,4.90099367125302,6.17632600330417,7.62345399250477,7.06879357303932,7.61514018734185,7.06808526084837,7.12339341285447,6.80997702062552,6.31886325829148,6.18856929709099,7.92412755538511
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Montenegro,MNE,..,..,27.7569744405833,27.272742010265,28.5349627711233,28.1332387185625,27.7279273112391,27.5050880695654,27.5288248980092,27.3399121853671,27.2025465775536,26.4939457027844
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Morocco,MAR,1.63323373714598,4.96340611288917,4.45190436191067,4.16553696143822,7.80565522267098,9.66287646278967,11.2425424992336,11.8491920324527,11.1233314734538,10.0828374943648,8.86102674642475,7.42765580618871
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Mozambique,MOZ,0.349639912679571,0.469007395536501,0.314092427474882,0.32571439980244,0.351804513597786,0.344091879086349,0.352925438845256,0.367426153964585,0.358482911060235,0.349714790408197,0.300258359683874,0.259747893106242
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Myanmar,MMR,0.166384148822438,0.560039626029348,1.00422430632139,1.13127169922735,0.913042503978883,0.985744367385809,0.8619727907127,0.949937042701722,1.00068264525581,0.992900794830131,1.00416797020178,0.980644486812272
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Namibia,NAM,3.74440017888342,5.8049909560458,6.85718880764233,6.63261453989442,6.64060172057481,6.88651789779282,6.93595235451584,7.20814037110245,7.17251573535208,7.57942509337685,7.96816761927917,7.77657296374598
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Nepal,NPL,0.316489244224568,1.15117306083369,1.91617463474107,2.38567127315812,2.70183200615398,3.0669677476966,3.06127988295172,3.13528085508107,3.11360499731058,3.02719512074833,2.98263614545748,2.98320741203823
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Netherlands,NLD,46.60739468626,62.352367104306,46.6193545648507,45.4939244848485,45.0305202602372,44.3354001010531,43.8130333146915,43.5262969070028,42.7991829694173,42.9699190224637,42.5167888093181,42.4074732377033
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,New Caledonia,NCL,16.8402190616897,24.2869387172039,24.1830408282834,24.8797978624035,25.5242932057027,26.3151080278496,27.7557774795617,29.3044455899245,30.504511862154,31.6011929450337,33.1389183457052,34.0615185664142
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,New Zealand,NZL,43.2315288216568,47.4594300928556,41.8227157093038,42.0940640665994,41.270583032149,40.9051873854947,43.2575878319875,43.0389529996319,42.5924965161377,42.1538651955267,41.0585470467697,40.6472894080414
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Nicaragua,NIC,1.11963203528069,3.22459477898105,4.04876504499636,4.48624932057926,4.44997822370094,4.48903957545391,4.43446649147211,4.43688984713534,4.87063317316795,4.9922618381026,5.34449758719627,5.50517411382126
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Niger,NER,0.119578426720878,0.181904790935971,0.18169271100786,0.218754717298363,0.293619436781205,0.439262187714053,0.49883198975779,0.52462773722444,0.516937870189811,0.58598096338518,0.563616612838009,0.568120447145861
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Nigeria,NGA,0.302445110641531,0.450348909439946,0.876347882466144,1.17780628113157,1.07323351347993,0.864785135820784,0.953784445487615,0.657599147643277,0.438146771549383,0.247679113686351,0.20766424765046,0.102673750156456
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Northern Mariana Islands,MNP,..,30.6718882426864,36.1958615547132,38.2421467020165,40.4736419587905,43.0726305693609,45.4068526357683,47.3449684366877,..,43.1479223337398,42.7072695200074,41.0775522180044
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Norway,NOR,50.2854110780297,53.4556720898607,45.5979904800376,44.0150319480299,42.1125251001889,39.755999600665,36.6223918336167,33.6805451202566,30.7905085892219,27.9545643413181,24.5246616326943,22.7212935621192
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Oman,OMN,5.7830410755631,10.1164633631846,10.5155759071492,10.5561654934332,11.476690823465,11.6062205733282,11.2697617624353,10.1307350447843,9.49899066839374,9.18964719684756,9.67423035289739,9.55550145014939
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Pakistan,PAK,0.759149632797486,2.12293488430191,3.30935251798561,3.25657135752365,2.931894706253,2.64462469160849,3.61226735576956,3.51089769889115,3.24791022948633,3.27188622918413,3.49773211201769,2.64556613770583
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Palau,PLW,..,..,40.0713316923695,36.6080351788927,37.1508102197038,36.5137433260827,35.0815965395202,34.0791402051783,33.5630398912938,35.29440107931,34.7212926666029,33.886334549936
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Panama,PAN,8.68699070603866,14.0478366590154,13.9769139515421,14.242576000238,14.1863413533068,14.7460798991411,14.8334857181418,14.6628121696689,14.9770525324026,14.987845453821,15.1726761503764,14.9871230817391
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Papua New Guinea,PNG,0.72601501285624,1.20528492389054,1.04528262083128,0.984662165613132,0.937848322728613,1.02041299203145,1.35909506416942,1.7666273749097,1.85370635038444,1.93944197091953,1.912238627712,1.940849436632
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Paraguay,PRY,2.64608693176323,5.28776863449261,5.42487767120527,5.50412392404644,6.43914528058694,5.93939549439104,6.10201086022381,5.61841602756528,5.61144921488303,6.14574269282008,6.43375507824933,5.37618724701229
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Peru,PER,2.59279392119294,6.60427583299744,8.66645618171962,9.13010768768858,10.0404823285176,10.7436175723376,12.2643666239342,10.7982857433816,10.9757096152351,11.3895584204243,10.5541740191956,9.85579125431679
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Philippines,PHL,0.984737562157894,3.9424522131141,3.9235660311214,4.15855615625441,4.43325761546922,4.51043703737449,4.46203137787529,3.56939611590312,3.74100202184167,3.61211962381452,3.20024456068645,3.09025402847268
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Poland,POL,8.631729577375,28.5401743877289,30.9797900803733,30.0454627059114,27.4700349334952,24.7551547555907,22.2379011180174,20.0715578314413,17.936581874255,15.5738081602005,14.3326250466583,13.1756369866331
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Portugal,PRT,24.0343150377041,41.926251713533,40.2788915615471,40.2571829645731,39.8241666131421,39.3586171878378,40.9075585267591,42.363542173444,42.8639368296437,42.9852815084096,42.7010500222659,43.2462915294416
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Puerto Rico,PRI,27.9190297625003,34.2190545593986,27.5900171836062,27.6817494865676,27.0916107690403,25.4624944783884,24.3554930983336,24.0134502493617,22.3199607280866,19.1182644751812,17.9170559588409,22.3565744498386
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Qatar,QAT,19.3216611369584,26.9821271263094,25.0117212379089,23.5972021554317,20.5966546315314,19.5616408925226,18.4096485989865,15.4311021293206,16.1703739909216,19.2345431438166,19.0247215693652,18.4128953629676
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Romania,ROM,10.1224532616901,17.4162245245899,19.8206831881535,19.0252535087838,20.0581969325221,21.625350410349,21.5850539427839,20.5841545191185,21.4590985683801,21.3746511622455,21.752570501717,21.2567665833278
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Russian Federation,RUS,13.9724430483221,21.8515743091743,27.8601915283258,30.5465629713603,31.4775257773841,31.6955932685498,31.5816568978296,31.2745311930553,30.7808350737815,29.4534401085683,28.3358556957806,27.6736134296199
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Rwanda,RWA,0.143886866473653,0.209253038832233,0.250290128052973,0.241818968867024,0.232903575220462,0.164042492189885,0.317683330566548,0.366014403604334,0.349065869010343,0.387185987957026,0.384986331278454,0.41001486853483
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Samoa,WSM,2.51742240505941,4.87933384493798,10.8376684006936,..,..,..,..,4.3004047755995,..,4.37823271868664,4.40295841825479,6.13977928489139
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,San Marino,SMR,42.4528692769836,75.2790240646668,70.0218303946264,69.697975439761,69.3946077624519,69.7240498870667,66.5450517949052,63.3680049253103,60.1810100489565,59.8457451915384,59.628593233274,58.7919208521668
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Sao Tome and Principe,STP,1.87401507730312,3.30923487391342,4.59981243734437,4.78130549223581,4.68449721525185,4.54256387701854,4.44123758947125,4.37866104091389,4.34552372841569,4.27170942806409,3.61463887291249,3.43639138476466
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Saudi Arabia,SAU,7.6144271303643,14.717256012832,15.5690140492531,15.5723236886614,15.4192698582137,15.5501188294568,15.5655382491102,15.2824523329278,16.6890115773773,16.9748607662193,17.1346119358823,13.355003032405
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Senegal,SEN,0.58990352816235,2.08775807851787,2.36550542080944,2.43956513574939,2.26029893051425,1.94261018102197,2.21491881949279,2.63970742895831,2.59855100284403,2.47718548587387,2.4319761584006,2.14422142824689
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Serbia,SRB,..,..,30.7367831654827,33.3449453212701,37.0018631941103,38.4306920116281,38.9773143709118,39.3055206105921,38.7652557272298,38.3673497269168,39.3483911605104,37.327829218033
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Seychelles,SYC,12.4924432161672,25.8492741996139,24.5757457459756,23.4429203038204,25.4919559315188,24.8292585259505,28.7909734259249,24.1700289448294,30.4055599734202,22.6859723410477,23.4300609664146,22.7295136432812
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Sierra Leone,SLE,0.328495121303255,0.458481017122503,0.54297988532968,0.549147883442036,0.559451921754279,0.569400009652686,0.581438429038453,0.243394617780046,0.27278193760761,0.301067434589336,0.262636293873598,0.265898215452328
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Singapore,SGP,34.9403461870492,49.6658022366966,41.0273566873101,40.1685192368957,39.3443454390419,38.6909746083261,38.8956213872134,39.3012833903889,38.8680445200025,37.4788055054397,36.3469252108889,35.522272381406
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Slovak Republic,SVK,13.468855520454,31.5140840495842,22.2024750491005,21.6287632035893,24.2340980421102,23.7960798709762,22.4817531433846,20.2233135306437,19.411321495526,17.8994766016919,17.7443381674475,16.8433454574257
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Slovenia,SVN,21.0504488534624,39.4763124231922,50.9629069727333,51.221332021925,49.7810070113397,48.1319281465409,45.9389956600178,44.3393443389062,42.7380947762121,40.3950347170333,38.5307507684615,37.0825287436066
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Solomon Islands,SLB,1.49912297297731,1.86474137596523,1.57828794006469,1.58087967633569,1.58488909840129,1.58874848324168,1.59234431921455,1.59560221636746,1.5596741245769,1.46652644296377,1.35737334537828,1.31357300585653
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Somalia,SOM,0.237281137810512,0.338504967086485,1.18106451234201,1.15105647992425,1.12222727099802,1.0940609013377,1.06600102719859,1.03775637901063,0.908365776289897,0.6866020593746,0.609780323780013,0.529352650756535
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,South Africa,ZAF,9.0098058107562,11.0638883228814,10.1502445584914,9.99399849045446,9.84219069343253,9.69811739946106,9.56581590838809,9.44757588535506,9.34377210158702,9.25248616422123,7.3434372698415,8.09680883879887
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,South Sudan,SSD,..,..,..,..,..,..,..,0.0231189150293177,0.0211923387768745,0.00138407959675671,0,0
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Spain,ESP,32.4115562451449,42.4597796361268,44.8535691531453,45.1083866337185,45.2097320201494,45.4786303437402,44.2457375285124,43.6997258544545,42.7591434230601,41.8667910781115,41.3072650791401,40.5576444955363
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Sri Lanka,LKA,0.700693610941645,4.07192333432786,6.23515540924144,9.35603916263937,13.5064076723414,16.8508986261604,16.6780613778606,17.2383115596539,17.2439677997195,16.349297631033,12.7239128918282,12.4907540063253
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,St. Kitts and Nevis,KNA,23.7846839566037,48.1073247848235,41.3113819980057,41.4467213937338,40.5126986013709,39.913911171982,39.6280760085829,37.8209046454768,37.3789431953333,37.3245744998507,35.4302374933107,34.8610122469839
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,St. Lucia,LCA,12.3027934578087,31.1566177548121,23.5782040663333,23.4745732383781,23.3254382923203,23.7011821644841,22.009703196347,21.1108417842466,20.0277791723145,20.369326035274,18.3790248692895,17.8825477401715
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,St. Vincent and the Grenadines,VCT,12.2017691542103,23.0831255734636,20.6944431672935,20.7881881955412,21.0252647989362,20.8660840249913,21.0702157456819,19.8534523765963,20.7787338716314,17.7182668483081,17.4348330940909,21.8549706960712
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Sudan,SDN,0.234013756007973,1.13132697407307,1.48397618140125,1.26750355091501,0.854998565276572,0.884217469109312,0.872028592286948,1.25134262098674,1.32749038502264,1.14150293360603,1.09463610371279,1.0781974025974
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Suriname,SUR,9.01579294136158,16.1373824646215,16.2266802529613,16.1326719267755,16.0647920491034,16.1048718207431,16.0998360160946,16.1835187442853,15.8533753900344,16.1725667441787,15.7509327320333,15.6087695913959
